Geo,SUMLEV,RENTA_V12
3409080801907085,SL060,28.3
3409080801907086,SL060,32.7
3409080801907087,SL060,30.7
3409080801907088,SL060,34.2
3409080801907089,SL060,32.9
3409080801907090,SL060,31.1
3409080801907091,SL060,30.7
3409080801907092,SL060,30
3409080801907093,SL060,29.5
3409080801907094,SL060,29
3409080801907095,SL060,29.4
3409080801907096,SL060,29.5
3409080801907097,SL060,32.2
3409080801907098,SL060,29.7
3409080801907099,SL060,27.6
3409080801907100,SL060,28.4
3409080801907101,SL060,28.3
3409080801907102,SL060,30.8
3409080801907103,SL060,35.5
3409080801907104,SL060,30.7
3409080801907105,SL060,28.6
3409080801907106,SL060,31.7
3409080801907107,SL060,29.8
3409080801907108,SL060,30.2
3409080801907109,SL060,29.5
3409080801907110,SL060,31
3409080801907111,SL060,30.3
3409080801907112,SL060,28.5
3409080801907113,SL060,27.9
3409080801907114,SL060,30.3
3409080801907115,SL060,29.9
3409080801907116,SL060,26.7
3409080801907117,SL060,37.3
3409080801907118,SL060,30.3
3409080801907119,SL060,29.9
3409080801907120,SL060,33.5
3409080801907121,SL060,31.5
3409080801907122,SL060,32.1
3409080801907123,SL060,31.7
3409080801908001,SL060,29.2
3409080801908002,SL060,29.2
3409080801908003,SL060,31.2
3409080801908004,SL060,32.5
3409080801908005,SL060,31.3
3409080801908006,SL060,33.2
3409080801908007,SL060,29.5
3409080801908008,SL060,31.5
3409080801908009,SL060,28.5
3409080801908010,SL060,30.1
3409080801908011,SL060,29.2
3409080801908012,SL060,27.9
3409080801908013,SL060,32.6
3409080801908014,SL060,31.7
3409080801908015,SL060,31.7
3409080801908016,SL060,33.8
3409080801908017,SL060,31.9
3409080801908018,SL060,30.8
3409080801908019,SL060,34.1
3409080801908020,SL060,31.8
3409080801908021,SL060,32.3
3409080801908022,SL060,30.3
3409080801908023,SL060,33
3409080801908024,SL060,30.7
3409080801908025,SL060,29.5
3409080801908026,SL060,31.2
3409080801908027,SL060,29.2
3409080801908028,SL060,29.2
3409080801908029,SL060,34.1
3409080801908030,SL060,30.3
3409080801908031,SL060,27.8
3409080801908032,SL060,27.7
3409080801908033,SL060,30.2
3409080801908034,SL060,30.6
3409080801908035,SL060,33.1
3409080801908036,SL060,29.9
3409080801908037,SL060,33
3409080801908038,SL060,32.1
3409080801908039,SL060,31.9
3409080801908040,SL060,30.5
3409080801908041,SL060,33.1
3409080801908042,SL060,30.7
3409080801908043,SL060,31.9
3409080801908044,SL060,32.1
3409080801908045,SL060,31.8
3409080801908046,SL060,31.2
3409080801908047,SL060,31.1
3409080801908048,SL060,34.6
3409080801908049,SL060,33.2
3409080801908050,SL060,27.5
3409080801908051,SL060,25.1
3409080801908052,SL060,26.9
3409080801908053,SL060,26.4
3409080801908054,SL060,26.8
3409080801908055,SL060,26.9
3409080801908056,SL060,27.4
3409080801908057,SL060,26.6
3409080801908058,SL060,26.3
3409080801908059,SL060,26.9
3409080801908060,SL060,27.3
3409080801908061,SL060,25.8
3409080801908062,SL060,25.1
3409080801908063,SL060,24.3
3409080801908064,SL060,25.8
3409080801908065,SL060,36
3409080801908066,SL060,34.2
3409080801908067,SL060,27.7
3409080801908068,SL060,29.8
3409080801908069,SL060,32.3
3409080801908070,SL060,31.7
3409080801908071,SL060,29.8
3409080801908072,SL060,30.8
3409080801908073,SL060,31.3
3409080801908074,SL060,36.4
3409080801908075,SL060,30.9
3409080801908076,SL060,28.3
3409080801908077,SL060,33.7
3409080801908078,SL060,32.9
3409080801908079,SL060,33.3
3409080801908080,SL060,29.5
3409080801908081,SL060,33.9
3409080801908082,SL060,30.9
3409080801908083,SL060,32.5
3409080801908084,SL060,27
3409080801908085,SL060,31.5
3409080801908086,SL060,31.2
3409080801908087,SL060,32.9
3409080801908088,SL060,29.8
3409080801908089,SL060,32.9
3409080801908090,SL060,31.1
3409080801908091,SL060,28.1
3409080801908092,SL060,29.4
3409080801908093,SL060,29.7
3409080801908094,SL060,27.2
3409080801908095,SL060,24.3
3409080801908096,SL060,30.5
3409080801908097,SL060,31.2
3409080801908098,SL060,29.9
3409080801908099,SL060,31.1
3409080801908100,SL060,28.5
3409080801908101,SL060,29.6
3409080801908102,SL060,31.3
3409080801908103,SL060,30.6
3409080801908104,SL060,31.2
3409080801908105,SL060,33
3409080801908106,SL060,31.6
3409080801908107,SL060,30.6
3409080801908108,SL060,34.9
3409080801908109,SL060,29.6
3409080801908110,SL060,35.5
3409080801908111,SL060,33.4
3409080801908112,SL060,35.1
3409080801908113,SL060,33.4
3409080801908114,SL060,32.5
3409080801908115,SL060,34.8
3409080801908116,SL060,32.3
3409080801908215,SL060,25.9
3409080801909001,SL060,35.2
3409080801909002,SL060,34
3409080801909003,SL060,30.7
3409080801909004,SL060,32.3
3409080801909005,SL060,31.3
3409080801909006,SL060,32.3
3409080801909007,SL060,32.1
3409080801909008,SL060,26.5
3409080801909009,SL060,30.2
3409080801909010,SL060,27.8
3409080801909011,SL060,32.5
3409080801909013,SL060,32.4
3409080801909014,SL060,32.8
3409080801909015,SL060,29.3
3409080801909016,SL060,25.1
3409080801909017,SL060,28.5
3409080801909018,SL060,25.9
3409080801909019,SL060,25.7
3409080801909020,SL060,28.1
3409080801909021,SL060,28.8
3409080801909022,SL060,30.4
3409080801909023,SL060,29
3409080801909024,SL060,28.2
3409080801909025,SL060,30.9
3409080801909026,SL060,28.8
3409080801909027,SL060,26.8
3409080801909028,SL060,23.5
3409080801909029,SL060,25.9
3409080801909030,SL060,25.4
3409080801909031,SL060,28.2
3409080801909032,SL060,32.4
3409080801909033,SL060,29.3
3409080801909034,SL060,29.6
3409080801909035,SL060,29.8
3409080801909036,SL060,27
3409080801909037,SL060,30.2
3409080801909038,SL060,29
3409080801909039,SL060,29.6
3409080801909040,SL060,30.5
3409080801909041,SL060,28.5
3409080801909042,SL060,30.4
3409080801909043,SL060,29.3
3409080801909044,SL060,30.6
3409080801909045,SL060,29.4
3409080801909046,SL060,27.8
3409080801909047,SL060,32.1
3409080801909048,SL060,30
3409080801909049,SL060,32.3
3409080801909050,SL060,33.3
3409080801909051,SL060,32.2
3409080801909052,SL060,28.4
3409080801909053,SL060,31
3409080801909054,SL060,30.1
3409080801909055,SL060,31.4
3409080801909056,SL060,28.3
3409080801909057,SL060,32.2
3409080801909058,SL060,34.5
3409080801909059,SL060,30.9
3409080801909060,SL060,27.4
3409080801909061,SL060,28.3
3409080801909062,SL060,29.9
3409080801909063,SL060,28.1
3409080801909064,SL060,29.7
3409080801909065,SL060,29.5
3409080801909066,SL060,29.7
3409080801909067,SL060,30.7
3409080801909068,SL060,29.3
3409080801909069,SL060,28.7
3409080801909070,SL060,33.1
3409080801909071,SL060,32.2
3409080801909072,SL060,30.9
3409080801909073,SL060,31.8
3409080801909074,SL060,27.1
3409080801909075,SL060,32.8
3409080801909076,SL060,28.2
3409080801909077,SL060,28.6
3409080801909078,SL060,32.2
3409080801909079,SL060,34.5
3409080801909080,SL060,32.2
3409080801909081,SL060,33.2
3409080801909082,SL060,34.1
3409080801909083,SL060,31.3
3409080801909084,SL060,33.5
3409080801909085,SL060,31.8
3409080801909086,SL060,31.8
3409080801909087,SL060,28.3
3409080801909088,SL060,32.3
3409080801909089,SL060,30.8
3409080801909090,SL060,31.8
3409080801909091,SL060,31.5
3409080801909092,SL060,29.6
3409080801909093,SL060,28.7
3409080801909094,SL060,32.3
3409080801909095,SL060,32.7
3409080801909156,SL060,29.9
3409080801910001,SL060,33
3409080801910002,SL060,31.1
3409080801910003,SL060,34.3
3409080801910004,SL060,29.5
3409080801910005,SL060,34.3
3409080801910006,SL060,33.1
3409080801910007,SL060,30.1
3409080801910008,SL060,35.1
3409080801910009,SL060,34
3409080801910010,SL060,32.8
3409080801910011,SL060,33.9
3409080801910012,SL060,34.6
3409080801910013,SL060,31.6
3409080801910014,SL060,34.8
3409080801910015,SL060,34.2
3409080801910016,SL060,31.2
3409080801910017,SL060,34.5
3409080801910018,SL060,33.9
3409080801910019,SL060,30.5
3409080801910020,SL060,30.4
3409080801910021,SL060,32.8
3409080801910022,SL060,31.9
3409080801910023,SL060,31.6
3409080801910024,SL060,32.1
3409080801910025,SL060,33.5
3409080801910026,SL060,33.9
3409080801910027,SL060,31.1
3409080801910028,SL060,32.9
3409080801910029,SL060,31.2
3409080801910030,SL060,30.2
3409080801910031,SL060,32.3
3409080801910032,SL060,31.3
3409080801910033,SL060,27.5
3409080801910034,SL060,30.4
3409080801910035,SL060,29.2
3409080801910036,SL060,29.1
3409080801910037,SL060,29.7
3409080801910038,SL060,31.9
3409080801910039,SL060,34.2
3409080801910040,SL060,35.5
3409080801910041,SL060,35.1
3409080801910042,SL060,33.1
3409080801910043,SL060,37.2
3409080801910044,SL060,32.1
3409080801910045,SL060,31.6
3409080801910046,SL060,33.1
3409080801910047,SL060,32.3
3409080801910048,SL060,33.4
3409080801910049,SL060,33.1
3409080801910050,SL060,31.8
3409080801910051,SL060,32.4
3409080801910052,SL060,33.9
3409080801910053,SL060,33.6
3409080801910054,SL060,35.7
3409080801910055,SL060,34.7
3409080801910056,SL060,37.4
3409080801910057,SL060,34
3409080801910058,SL060,30.6
3409080801910059,SL060,35.2
3409080801910060,SL060,37.2
3409080801910061,SL060,31.5
3409080801910062,SL060,33.1
3409080801910063,SL060,30
3409080801910064,SL060,33
3409080801910065,SL060,33.3
3409080801910066,SL060,34.5
3409080801910067,SL060,31.7
3409080801910068,SL060,31.9
3409080801910069,SL060,37.6
3409080801910070,SL060,33.1
3409080801910071,SL060,28.5
3409080801910072,SL060,33.3
3409080801910073,SL060,28.7
3409080801910074,SL060,33
3409080801910075,SL060,31.3
3409080801910076,SL060,31.3
3409080801910077,SL060,30.8
3409080801910078,SL060,33.3
3409080801910079,SL060,31.9
3409080801910080,SL060,46
3409080801910081,SL060,33.5
3409080801910082,SL060,32
3409080801910083,SL060,33.1
3409080801910084,SL060,30.3
3409080801910085,SL060,33.6
3409080801910086,SL060,33.3
3409080801910087,SL060,31.7
3409080801910088,SL060,27.3
3409080801910089,SL060,34.6
3409080801910090,SL060,30.6
3409080801910091,SL060,28.9
3409080801910092,SL060,27.6
3409080801910093,SL060,27.8
3409080801910094,SL060,37.7
3409080801910095,SL060,34.1
3409080801910096,SL060,31.9
3409080801910097,SL060,33.3
3409080801910098,SL060,28.5
3409080801910099,SL060,33.1
3409080801910100,SL060,30.2
3409080801910101,SL060,35.2
3409080801910102,SL060,29
3409080801910103,SL060,24.9
3409080801910104,SL060,26.4
3409080801910105,SL060,28.6
3409080801910106,SL060,27.2
3409080801910107,SL060,28.4
3409080801910108,SL060,26.5
3409080801910109,SL060,25.8
3409080801910110,SL060,28.6
3409080801910111,SL060,29.2
3409080801910112,SL060,28.6
3409080801910113,SL060,31.8
3409080801910114,SL060,28.6
3409080801910115,SL060,26.9
3409080801910116,SL060,29.2
3409080801910117,SL060,28.1
3409080801910118,SL060,27.1
3409080801910119,SL060,28.8
3409080801910120,SL060,30.6
3409080801910121,SL060,27.9
3409080801910122,SL060,27.6
3409080801910123,SL060,30.6
3409080801910124,SL060,28.8
3409080801910125,SL060,27.2
3409080801910126,SL060,27.1
3409080801910127,SL060,28.5
3409080801910128,SL060,28.1
3409080801910129,SL060,24.2
3409080801910130,SL060,28
3409080801910131,SL060,26.6
3409080801910132,SL060,27.3
3409080801910133,SL060,28.5
3409080801910134,SL060,27.5
3409080801910135,SL060,28.5
3409080801910136,SL060,27.1
3409080801910137,SL060,30.9
3409080801910138,SL060,29.3
3409080801910139,SL060,29.9
3409080801910140,SL060,29.4
3409080801910141,SL060,28.9
3409080801910142,SL060,28.3
3409080801910143,SL060,31
3409080801910234,SL060,28.7
3409080801910235,SL060,28.9
3409080801910236,SL060,25.9
3409080801910237,SL060,25.9
3407343402501001,SL060,
3406393900901001,SL060,29.1
3406393900901002,SL060,31.5
3406393900901003,SL060,31.7
3406393901001001,SL060,31.5
3407373704201001,SL060,
3408161602901001,SL060,
3407474701301001,SL060,
3407494901901001,SL060,27.5
3408454501801001,SL060,32.9
3407050502101001,SL060,35.4
3407050502101002,SL060,31.3
3412323200901001,SL060,33.1
3412323200901002,SL060,25.8
3412323200901003,SL060,25.3
3412323200901004,SL060,26.5
3412323200901005,SL060,28.1
3412323200901006,SL060,28.2
3412323200901007,SL060,31.4
3412323200901008,SL060,30.3
3412323200901009,SL060,28.6
3412323200902001,SL060,24.6
3407424203101001,SL060,
3402505004401001,SL060,25.4
3406393901101001,SL060,30.8
3408454501901001,SL060,32.3
3408454501901002,SL060,29.8
3408454501901003,SL060,29
3408454501901004,SL060,32.5
3408454501901005,SL060,29.6
3415313104701001,SL060, 
3415313104801001,SL060, 
3407242401101001,SL060,24.7
3405383800701001,SL060,34.9
3405383800701002,SL060,30.9
3409252504201001,SL060,30.9
3410121202001001,SL060,33.2
3402444403501001,SL060,34.2
3407050502201001,SL060,32.5
3407050502201002,SL060,28.9
3411101002501001,SL060,28.8
3408020201501001,SL060,28.7
3412272700501001,SL060,29.2
3412272700501002,SL060,27.1
3412272700501003,SL060,23.1
3416484801401001,SL060,32.5
3407090904101001,SL060,
3408191905001001,SL060,
3407090904301001,SL060,29.8
3407090904401001,SL060,
3407242401201001,SL060,27.1
3401111100801001,SL060,32.7
3401111100801002,SL060,30.8
3401111100801003,SL060,32.1
3401111100801004,SL060,30.5
3401111100801005,SL060,30.9
3401111100801006,SL060,33.8
3401111100801007,SL060,33.6
3401111100801008,SL060,29.4
3401111100801009,SL060,31.9
3401111100801010,SL060,28.8
3401111100802001,SL060,30.7
3401111100803001,SL060,35.9
3401111100803002,SL060,36.3
3412363600201001,SL060,26.8
3412363600201002,SL060,30.3
3412363600202001,SL060,30.5
3412363600202002,SL060,29.4
3407050502301001,SL060,34.6
3407373704401001,SL060,30.9
3407343402701001,SL060,29.5
3407343402701002,SL060,26.9
3407474701401001,SL060,
3416010101301001,SL060, 
3410464604601001,SL060,32.8
3410464604501001,SL060,27.7
3415313104901001,SL060, 
3407404002601001,SL060,33.5
3416484801501001,SL060,28.9
3416484801501002,SL060,26.8
3416484801501003,SL060,29.2
3416484801501004,SL060,32.1
3416484801501005,SL060,27.9
3416484801501006,SL060,27.2
3416484801501007,SL060,29.3
3416484801501008,SL060,28.3
3416484801501009,SL060,24.6
3416484801501010,SL060,27.3
3416484801501011,SL060,23.9
3416484801501012,SL060,31
3416484801502002,SL060,29.3
3416484801502003,SL060,28.1
3416484801502004,SL060,26.4
3416484801502005,SL060,27.2
3416484801502006,SL060,28.3
3416484801502007,SL060,27.8
3416484801502008,SL060,26.1
3416484801502009,SL060,26.6
3416484801502010,SL060,25.2
3416484801502011,SL060,26
3416484801502012,SL060,29.9
3416484801502013,SL060,27.6
3416484801502014,SL060,29
3416484801502015,SL060,25.9
3416484801502016,SL060,30.4
3416484801502017,SL060,29.5
3416484801502018,SL060,24.8
3416484801503001,SL060,25.9
3416484801503002,SL060,29.2
3416484801503003,SL060,32.2
3416484801504001,SL060,37
3416484801504002,SL060,24.1
3416484801505001,SL060,28.9
3416484801505002,SL060,25.6
3416484801505003,SL060,28.4
3416484801505004,SL060,24.2
3409171701601001,SL060,30.8
3407090904501001,SL060,31.2
3407343402801001,SL060,25.4
3407090904601001,SL060,
3408161603001001,SL060,
3409252504401001,SL060,25.4
3407373704501001,SL060,
3409434302201001,SL060,30.5
3409434302201002,SL060,29.8
3411060601701001,SL060,27.9
3413282801701001,SL060,34.1
3409252504501001,SL060,
3401040402001001,SL060,32.7
3401040402101001,SL060,31.4
3407424203201001,SL060,28.9
3407424203301001,SL060,
3401181802301001,SL060,36.6
3401181802301002,SL060,36.1
3401181802301003,SL060,37.1
3401181802301004,SL060,35.5
3401181802301005,SL060,32.6
3401181802301007,SL060,37
3401181802302001,SL060,33.7
3401181802302002,SL060,28.8
3401181802302003,SL060,31.5
3401181802302004,SL060,31
3401181802302005,SL060,33.3
3401181802302006,SL060,37.1
3401181802302007,SL060,28.2
3401181802303001,SL060,36.9
3401181802303002,SL060,30.6
3415313105001001,SL060, 
3415313105002001,SL060, 
3415313105002002,SL060, 
3415313105003001,SL060, 
3415313105003002,SL060, 
3402444403601001,SL060,
3412323201001001,SL060,31.5
3408161603101001,SL060,
3412323201101001,SL060,35.9
3401212101101001,SL060,33.2
3401212101101002,SL060,32.7
3401212101101003,SL060,31.7
3401181802401001,SL060,30.2
3401181802501001,SL060,33.1
3401232301201001,SL060,34.1
3401232301201002,SL060,31.4
3401232301201003,SL060,34.7
3401232301201004,SL060,30.2
3401232301201005,SL060,31.3
3416202001901001,SL060,36.4
3416202001901002,SL060,34.4
3416202001901003,SL060,36.8
3416202001901004,SL060,33.6
3416202001901005,SL060,30.4
3416202001901007,SL060,27
3416202001901008,SL060,28.6
3416202001901009,SL060,32.1
3407050502401001,SL060,29.4
3407050502501001,SL060,
3402444403701001,SL060,27.9
3412272700601001,SL060,29
3412272700601002,SL060,25.8
3412272700601003,SL060,25.5
3407343402901001,SL060,26.6
3413282801801001,SL060,40.1
3413282801801002,SL060,39.3
3407474701501001,SL060,37.5
3401040402201001,SL060,42.2
3416484809201001,SL060,26.8
3401232390201001,SL060,28.3
3401232390201002,SL060,28
3401232390202001,SL060,27.8
3401232301401001,SL060,31.4
3401232301401002,SL060,26.3
3412272700701001,SL060,30.3
3412272700701002,SL060,28
3412272700701003,SL060,23.3
3409080802001001,SL060,31.8
3409080802001002,SL060,33.3
3409080802001003,SL060,31.3
3409171701301001,SL060,34.7
3409171701301002,SL060,29.3
3409171701301003,SL060,33.6
3415313113701001,SL060, 
3415313105101001,SL060, 
3401040402301001,SL060,30.1
3416202002001001,SL060,42.5
3407373704601001,SL060,29.7
3407373704601002,SL060,28.9
3407373704601003,SL060,35.3
3407373704602001,SL060,29.6
3407373704602002,SL060,30.4
3407373704603001,SL060,30.2
3407373704603002,SL060,27.5
3407373704603003,SL060,32.8
3407373704604001,SL060,27.1
3407373704604002,SL060,27.5
3407373704604003,SL060,30.4
3407373704604004,SL060,26
3407373704604005,SL060,27.8
3410121202201001,SL060,29.7
3401141400801001,SL060,28.1
3401141400802001,SL060,30.6
3401141400803001,SL060,28.6
3401141400804001,SL060,30.3
3415313105201001,SL060, 
3416202002101001,SL060,36.3
3407090904701001,SL060,
3402505004501001,SL060,36.8
3402505004501002,SL060,34.1
3407373704701001,SL060,
3410464604701001,SL060,28.1
3409252504601001,SL060,29.5
3408161603201001,SL060,24.6
3409252517001001,SL060,26.3
3409171701801001,SL060,31.7
3409252504701001,SL060,29.4
3409252504801001,SL060,28.1
3409252504801002,SL060,32.3
3409434302301001,SL060,25.5
3409252504901001,SL060,33.9
3402444403901001,SL060,30.2
3409080802101001,SL060,
3409252505001001,SL060,33.5
3409252505001002,SL060,33.4
3409252505001003,SL060,35.1
3410464604801001,SL060,32.4
3410464604801002,SL060,34.1
3410464604901001,SL060,28.9
3409434302401001,SL060,32
3409252505101001,SL060,36.4
3409252505201001,SL060,28.6
3401141400901001,SL060,31.4
3401141400901002,SL060,32.4
3401141400902001,SL060,30.7
3401141400903001,SL060,31.5
3401232301501001,SL060,26.3
3401232301501002,SL060,25.7
3408161603301001,SL060,30.2
3408161603302002,SL060,28
3407343403101001,SL060,
3402505004601001,SL060,27.9
3403333300501001,SL060,28.4
3402444403801001,SL060,29.1
3413282801901001,SL060,26.7
3408161603401001,SL060,26.1
3407090904801001,SL060,29.7
3407090904801002,SL060,30.3
3402222205201001,SL060,27.2
3407494902001001,SL060,27.9
3408454502001001,SL060,31.1
3408454502002001,SL060,28.6
3411101002601001,SL060,36.7
3407242401401001,SL060,29
3407242401401002,SL060,28.6
3407242401401003,SL060,29.9
3407242401401004,SL060,30.5
3407242401401005,SL060,28.2
3407242401401006,SL060,28.3
3407242401401007,SL060,29.6
3402222205301001,SL060,28.1
3401414101501001,SL060,31.7
3401414101501002,SL060,32.1
3401414101502001,SL060,27.9
3401414101502002,SL060,32.9
3401414101502003,SL060,30.8
3401292902201001,SL060,33.2
3407474701601001,SL060,
3410121202401001,SL060,30.7
3410121202501001,SL060,29.6
3410464605001001,SL060,27
3410464605101001,SL060,35
3410464605102001,SL060,30.6
3410464605102002,SL060,30.9
3410464605102003,SL060,33.9
3410464605103001,SL060,34.8
3410464605103002,SL060,30.2
3410464605103003,SL060,31.7
3401040402401001,SL060,29.6
3401040402401002,SL060,30.8
3401292902301001,SL060,46.7
3401292902301002,SL060,46.7
3401292902401001,SL060,33.9
3401292902501001,SL060,35.6
3401292902501002,SL060,37.9
3401292902501003,SL060,45.4
3401292902501004,SL060,38.6
3401292902501005,SL060,39.5
3401292902502001,SL060,37.6
3401292902502002,SL060,34.4
3401292902502003,SL060,35.8
3401292902502004,SL060,35.6
3401292902502005,SL060,29.3
3401292902502006,SL060,35.5
3401292902502007,SL060,34.2
3401292902502008,SL060,36.7
3401292902502009,SL060,33.3
3401292902502010,SL060,35.7
3401292902502011,SL060,35.5
3401292902502012,SL060,41.1
3401292902502013,SL060,37.3
3401292902502014,SL060,32.9
3401292902502015,SL060,32.9
3401292902502016,SL060,34.1
3401292902502017,SL060,34.4
3401292902502018,SL060,33.1
3401292902502019,SL060, 
3401292902502020,SL060, 
3401292902503001,SL060,46.2
3401292902503002,SL060,41.9
3401292902503003,SL060,42.9
3401292902503004,SL060,43.4
3401292902503005,SL060,42.3
3401292902503006,SL060,41.5
3401292902503007,SL060,42.1
3401292902503008,SL060,43.8
3401292902503009,SL060,42.6
3401292902503010,SL060, 
3401292902503011,SL060, 
3401181802701001,SL060,35.4
3401181802701002,SL060,33.9
3401181802801001,SL060,35.9
3401111190101001,SL060,28.6
3401111190101002,SL060,31.1
3401111190101003,SL060,27.3
3401111190101004,SL060,29.4
3401111190101005,SL060,24.7
3401111190101006,SL060,27.2
3401111190101007,SL060, 
3401292902601001,SL060,32.6
3401181802901001,SL060,30.1
3401181802902001,SL060,27.5
3401141401001001,SL060,27
3401141401002001,SL060,30.6
3401141401002002,SL060,27.8
3401141401003001,SL060,29.8
3401292902701001,SL060,30.7
3401292902701002,SL060,30.6
3401111100901001,SL060,33.5
3401292902801001,SL060,31.2
3401292902901001,SL060,28.9
3410030302201001,SL060,46.7
3402222205401001,SL060,32.6
3410121202601001,SL060,28.6
3401232301601001,SL060,26.1
3409252505301001,SL060,27.3
3407494902101001,SL060,33.2
3407494902101002,SL060,34.9
3407494902101003,SL060,32.5
3407494902101004,SL060,30.7
3407494902101005,SL060,31.9
3407494902101006,SL060,31.8
3407494902101007,SL060,35
3407494902102001,SL060,36
3407494902102002,SL060,32.3
3407494902102003,SL060,34.8
3407494902102004,SL060,31.7
3407494902102005,SL060,30.9
3407494902102006,SL060,31.3
3407494902103001,SL060,33.4
3407494902103002,SL060,36.3
3407242401501001,SL060,29.4
3407242401501002,SL060,26.1
3410464605201001,SL060,25.9
3407494902201001,SL060,25.1
3410030302301001,SL060,31.8
3410464605301001,SL060,28.5
3410030302401001,SL060,33.9
3410030302401002,SL060,31.1
3410030302401003,SL060,33.9
3410030302401004,SL060,30.6
3410464605401001,SL060,31.2
3410464605401002,SL060,31.3
3410464605401003,SL060,31.3
3410464605401004,SL060,33.3
3410464605401005,SL060,29.6
3410464605401006,SL060,28.6
3410464605401007,SL060,31
3410464605401008,SL060,30.4
3410464605401009,SL060,31.8
3410464605401010,SL060,30.7
3410030302501001,SL060,31.1
3410030302601001,SL060,35.1
3410030302701001,SL060,32.8
3410464605501001,SL060,31.9
3410030302801001,SL060,30.5
3410464605601001,SL060,30.6
3410121202701001,SL060,33.8
3410121202701002,SL060,34.8
3410121202701003,SL060,35.6
3410121202701004,SL060,31.6
3410121202701005,SL060,30.2
3410121202702002,SL060,32.7
3410121202702003,SL060,30.9
3410121202703001,SL060,35.6
3410121202703002,SL060,33.5
3410121202703003,SL060,29.4
3410121202703004,SL060,35.7
3410121202703005,SL060,34.2
3410121202703006,SL060,35.1
3410121202703007,SL060,33.2
3410121202801001,SL060,32.1
3410121202801002,SL060,34.1
3410121202801003,SL060,36.5
3410121202801004,SL060,34.6
3410121202801005,SL060,36.9
3410121202801006,SL060,36.3
3410121202801007,SL060,35.4
3410121202801008,SL060,35.9
3410121202801009,SL060,39.5
3410121202801010,SL060,32.4
3410121202801011,SL060, 
3410464605701001,SL060,30.5
3410464690401001,SL060,30.4
3410030303001001,SL060,35
3410030303101001,SL060,35.5
3410030303101002,SL060,41.5
3410030303101003,SL060,38.3
3410030303101004,SL060,35.6
3410030303101005,SL060,32.4
3410030303101006,SL060,34.6
3410030303101007,SL060,30.6
3410030303101008,SL060,37.3
3410030303101009,SL060,31.6
3410030303101010,SL060,33.8
3410030303101011,SL060,33.9
3410030303101012,SL060,36.2
3410030303101013,SL060,30.5
3410030303101014,SL060,30.2
3410030303101015,SL060,32.7
3410030303101017,SL060,35.4
3410030303102001,SL060,46.7
3410030303102002,SL060,46.4
3410030303102003,SL060,39.3
3410030303102004,SL060,39.3
3410030303102005,SL060,38.4
3410030303102006,SL060,39.5
3410030303102007,SL060,40.8
3410030303102008,SL060,43.3
3410030303102009,SL060,38.7
3410030303103001,SL060,32.1
3410030303103002,SL060,31.9
3410030303103003,SL060,29
3410030303103004,SL060,30.9
3410030303103005,SL060,38.8
3410030303103006,SL060,34.5
3410030303103007,SL060,31
3410030303103008,SL060,32.4
3410030303103009,SL060,30.4
3410030303103010,SL060,38.5
3410030303103011,SL060,29.6
3410030303103012,SL060,29.3
3410030303103013,SL060,35.4
3410030303103014,SL060,35.9
3410030303103015,SL060,35.7
3410030303104001,SL060,36.7
3410030303104002,SL060,38.6
3410030303104003,SL060,38.1
3410030303104004,SL060,35.9
3410030303104005,SL060,38.6
3414303001001001,SL060,30.9
3414303001001002,SL060,27.5
3414303001001003,SL060,27.6
3414303001001004,SL060,29
3414303001001005,SL060,29.6
3414303001001006,SL060,28.9
3414303001001007,SL060,31.9
3414303001001008,SL060,28.7
3414303001001009,SL060,26.9
3414303001001010,SL060,29.6
3414303001001011,SL060, 
3410464606001001,SL060,29.3
3410464606001002,SL060,33.3
3410464606001003,SL060,31.2
3410464606001004,SL060,32.8
3410464606001005,SL060,30.1
3410464606001006,SL060,32.3
3410464606001007,SL060,30
3410464606001008,SL060,30.4
3410464606001009,SL060,31.8
3410464605901001,SL060,27.5
3410464605801001,SL060,26
3409434302501001,SL060,29.1
3410030303201001,SL060,31.9
3410030303301001,SL060,31.7
3410464606101001,SL060,27.7
3410464606201001,SL060,30
3410464606201002,SL060,28
3410464606201003,SL060,29.9
3410030302901001,SL060,42.4
3410030303401001,SL060,38.2
3410030303501001,SL060,32.4
3410030303601001,SL060,26.8
3410030303701001,SL060,30.6
3410030303801001,SL060,31.6
3410030303901001,SL060,
3410030304001001,SL060,32.6
3410464606301001,SL060,29.6
3410464606401001,SL060,31.5
3410464606501001,SL060,29.2
3410464606601001,SL060,30.5
3410030304101001,SL060,33.6
3410030304101002,SL060,33.4
3410030304101003,SL060,31.2
3410030304101004,SL060,36.1
3410030304101005,SL060,37
3410030304102001,SL060,40.5
3409434302601001,SL060,32.8
3410464606701001,SL060,30.5
3410464606801001,SL060,26.8
3410464606901001,SL060,32.9
3410030304201001,SL060,40.6
3401040402601001,SL060,
3401040402701001,SL060,36.1
3410121202901001,SL060,31.7
3411101002701001,SL060,
3411060601801001,SL060,30.8
3401040402801001,SL060,33.8
3407242401601001,SL060,26.1
3415313125001001,SL060, 
3415313125001002,SL060, 
3415313125002001,SL060, 
3416484801601001,SL060,33.2
3416484801601002,SL060,33
3416484801601003,SL060,37.5
3416484801601004,SL060,34.2
3416484801601005,SL060,31.1
3416010101401001,SL060, 
3402222224601001,SL060,
3416202002201001,SL060,27.1
3407424203401001,SL060,
3402222205501001,SL060,31.1
3407090905001001,SL060,
